time	sig 0	sig 1
 29.891	 -0.085	 -0.035
 29.898	 -0.105	 -0.045
 29.906	 -0.135	 -0.035
 29.914	 -0.175	 -0.005
 29.922	 -0.135	 -0.005
 29.930	 -0.195	 -0.035
 29.938	 -0.225	 -0.055
 29.945	 -0.205	 -0.045
 29.953	 -0.255	 -0.025
 29.961	 -0.155	 -0.005
 29.969	 -0.175	  0.005
 29.977	 -0.285	  0.145
 29.984	 -0.835	  0.095
 29.992	 -0.565	 -0.335
 30.000	  0.865	 -0.605
 30.008	  2.475	 -0.185
 30.016	  2.885	  0.575
 30.023	  2.485	  0.475
 30.031	  0.995	 -0.805
 30.039	 -0.215	 -0.585
 30.047	 -0.265	 -0.125
 30.055	 -0.245	 -0.015
 30.062	 -0.295	 -0.025
 30.070	 -0.365	 -0.035
 30.078	 -0.365	 -0.035
 30.086	 -0.335	 -0.055
 30.094	 -0.325	 -0.055
 30.102	 -0.295	 -0.045
 30.109	 -0.295	 -0.075
 30.117	 -0.295	 -0.085
 30.125	 -0.285	 -0.095
 30.133	 -0.265	 -0.105
 30.141	 -0.225	 -0.095
 30.148	 -0.185	 -0.115
 30.156	 -0.195	 -0.135
 30.164	 -0.175	 -0.145
 30.172	 -0.125	 -0.155
 30.180	 -0.115	 -0.185
 30.188	 -0.105	 -0.225
 30.195	 -0.095	 -0.255
 30.203	 -0.105	 -0.265
 30.211	 -0.105	 -0.265
 30.219	 -0.135	 -0.295
 30.227	 -0.155	 -0.285
 30.234	 -0.165	 -0.275
 30.242	 -0.155	 -0.235
 30.250	 -0.155	 -0.215
 30.258	 -0.135	 -0.145
 30.266	 -0.115	 -0.095
 30.273	 -0.145	 -0.055
 30.281	 -0.155	 -0.045
 30.289	 -0.105	 -0.005
 30.297	 -0.125	  0.015
 30.305	 -0.175	  0.005
 30.312	 -0.175	  0.005
 30.320	 -0.165	  0.005
 30.328	 -0.165	  0.005
 30.336	 -0.145	  0.005
 30.344	 -0.155	  0.005
 30.352	 -0.145	  0.015
 30.359	 -0.145	  0.025
 30.367	 -0.185	  0.005
 30.375	 -0.155	 -0.005
 30.383	 -0.165	  0.015
 30.391	 -0.145	  0.015
 30.398	 -0.125	 -0.005
 30.406	 -0.165	 -0.015
 30.414	 -0.155	  0.005
 30.422	 -0.145	 -0.005
 30.430	 -0.175	 -0.005
 30.438	 -0.135	 -0.015
 30.445	 -0.175	 -0.005
 30.453	 -0.155	  0.005
 30.461	 -0.125	  0.025
 30.469	 -0.105	  0.035
 30.477	 -0.095	  0.045
 30.484	 -0.035	  0.045
 30.492	  0.065	 -0.045
 30.500	 -0.035	 -0.045
 30.508	 -0.065	 -0.065
 30.516	 -0.105	 -0.035
 30.523	 -0.125	 -0.025
 30.531	 -0.135	 -0.005
 30.539	 -0.135	 -0.015
 30.547	 -0.195	 -0.015
 30.555	 -0.195	 -0.025
 30.562	 -0.215	 -0.035
 30.570	 -0.205	 -0.025
 30.578	 -0.195	 -0.035
 30.586	 -0.185	 -0.035
 30.594	 -0.185	  0.065
 30.602	 -0.725	  0.185
 30.609	 -0.815	 -0.105
 30.617	  0.075	 -0.805
 30.625	  1.815	 -0.285
 30.633	  2.745	  0.275
 30.641	  2.685	  0.945
 30.648	  1.935	 -0.075
 30.656	  0.305	 -0.865
 30.664	 -0.295	 -0.425
 30.672	 -0.275	 -0.065
 30.680	 -0.285	 -0.015
 30.688	 -0.355	 -0.085
 30.695	 -0.355	 -0.095
 30.703	 -0.375	 -0.085
 30.711	 -0.335	 -0.095
 30.719	 -0.315	 -0.085
 30.727	 -0.295	 -0.095
 30.734	 -0.315	 -0.095
 30.742	 -0.285	 -0.115
 30.750	 -0.245	 -0.145
 30.758	 -0.245	 -0.135
 30.766	 -0.265	 -0.175
 30.773	 -0.205	 -0.195
 30.781	 -0.205	 -0.215
 30.789	 -0.145	 -0.235
 30.797	 -0.125	 -0.255
 30.805	 -0.125	 -0.275
 30.812	 -0.135	 -0.315
 30.820	 -0.125	 -0.315
 30.828	 -0.125	 -0.345
 30.836	 -0.135	 -0.385
 30.844	 -0.155	 -0.395
 30.852	 -0.175	 -0.375
 30.859	 -0.175	 -0.345
 30.867	 -0.195	 -0.305
 30.875	 -0.145	 -0.245
 30.883	 -0.105	 -0.175
 30.891	 -0.105	 -0.115
 30.898	 -0.085	 -0.105
 30.906	 -0.075	 -0.055
 30.914	 -0.095	 -0.035
 30.922	 -0.115	  0.015
 30.930	 -0.135	  0.005
 30.938	 -0.145	 -0.035
 30.945	 -0.145	 -0.005
 30.953	 -0.165	  0.015
 30.961	 -0.135	  0.005
 30.969	 -0.135	 -0.025
 30.977	 -0.135	 -0.015
 30.984	 -0.125	 -0.005
 30.992	 -0.135	 -0.025
 31.000	 -0.155	 -0.035
 31.008	 -0.145	 -0.015
 31.016	 -0.175	 -0.005
 31.023	 -0.145	 -0.025
 31.031	 -0.135	 -0.025
 31.039	 -0.135	 -0.035
 31.047	 -0.145	 -0.025
 31.055	 -0.145	 -0.025
 31.062	 -0.175	 -0.035
 31.070	 -0.155	 -0.025
 31.078	 -0.135	 -0.005
 31.086	 -0.125	  0.025
 31.094	 -0.115	  0.005
 31.102	 -0.105	 -0.005
 31.109	 -0.025	 -0.015
 31.117	  0.035	 -0.085
 31.125	 -0.045	 -0.085
 31.133	 -0.065	 -0.075
 31.141	 -0.145	 -0.065
 31.148	 -0.135	 -0.045
 31.156	 -0.155	 -0.025
 31.164	 -0.155	 -0.055
 31.172	 -0.185	 -0.035
 31.180	 -0.255	 -0.065
 31.188	 -0.235	 -0.065
 31.195	 -0.225	 -0.065
 31.203	 -0.175	 -0.045
 31.211	 -0.205	 -0.035
 31.219	 -0.265	  0.055
 31.227	 -0.855	  0.005
 31.234	 -0.645	 -0.225
 31.242	  0.605	 -0.505
 31.250	  2.235	 -0.105
 31.258	  2.705	  0.365
 31.266	  2.525	  0.785
 31.273	  1.205	 -0.285
 31.281	 -0.255	 -0.665
 31.289	 -0.405	 -0.315
 31.297	 -0.285	 -0.105
 31.305	 -0.325	 -0.085
 31.312	 -0.385	 -0.125
 31.320	 -0.395	 -0.135
 31.328	 -0.405	 -0.115
 31.336	 -0.345	 -0.115
 31.344	 -0.325	 -0.125
 31.352	 -0.355	 -0.135
 31.359	 -0.345	 -0.145
 31.367	 -0.275	 -0.165
 31.375	 -0.285	 -0.175
 31.383	 -0.245	 -0.185
 31.391	 -0.255	 -0.185
 31.398	 -0.225	 -0.215
 31.406	 -0.265	 -0.235
 31.414	 -0.225	 -0.255
 31.422	 -0.195	 -0.275
 31.430	 -0.165	 -0.315
 31.438	 -0.165	 -0.345
 31.445	 -0.175	 -0.345
 31.453	 -0.245	 -0.335
 31.461	 -0.225	 -0.345
 31.469	 -0.215	 -0.355
 31.477	 -0.205	 -0.335
 31.484	 -0.175	 -0.305
 31.492	 -0.245	 -0.255
 31.500	 -0.205	 -0.215
 31.508	 -0.135	 -0.165
 31.516	 -0.105	 -0.095
 31.523	 -0.135	 -0.065
 31.531	 -0.185	 -0.055
 31.539	 -0.165	 -0.065
 31.547	 -0.175	 -0.045
 31.555	 -0.175	 -0.025
 31.562	 -0.215	 -0.035
 31.570	 -0.205	 -0.025
 31.578	 -0.175	 -0.015
 31.586	 -0.215	 -0.015
 31.594	 -0.235	 -0.035
 31.602	 -0.185	 -0.035
 31.609	 -0.175	 -0.025
 31.617	 -0.175	 -0.045
 31.625	 -0.205	 -0.035
 31.633	 -0.175	 -0.015
 31.641	 -0.195	 -0.035
 31.648	 -0.205	 -0.055
 31.656	 -0.225	 -0.045
 31.664	 -0.215	 -0.045
 31.672	 -0.185	 -0.035
 31.680	 -0.245	 -0.045
 31.688	 -0.205	 -0.055
 31.695	 -0.195	 -0.045
 31.703	 -0.245	 -0.015
 31.711	 -0.145	  0.015
 31.719	 -0.125	  0.035
 31.727	 -0.165	  0.025
 31.734	 -0.015	  0.025
 31.742	 -0.025	 -0.055
 31.750	 -0.105	 -0.095
 31.758	 -0.135	 -0.075
 31.766	 -0.185	 -0.075
 31.773	 -0.195	 -0.055
 31.781	 -0.195	 -0.035
 31.789	 -0.195	 -0.065
 31.797	 -0.265	 -0.055
 31.805	 -0.265	 -0.035
 31.812	 -0.295	 -0.075
 31.820	 -0.285	 -0.085
 31.828	 -0.315	 -0.055
 31.836	 -0.205	 -0.045
 31.844	 -0.465	  0.165
 31.852	 -0.945	  0.085
 31.859	 -0.535	 -0.275
 31.867	  0.945	 -0.495
 31.875	  2.475	 -0.345
 31.883	  2.805	  0.365
 31.891	  2.435	  0.215
 31.898	  0.635	 -0.905
 31.906	 -0.385	 -0.535
 31.914	 -0.335	 -0.075
 31.922	 -0.315	 -0.025
 31.930	 -0.355	 -0.045
 31.938	 -0.415	 -0.065
 31.945	 -0.435	 -0.085
 31.953	 -0.385	 -0.055
 31.961	 -0.415	 -0.065
 31.969	 -0.405	 -0.065
 31.977	 -0.415	 -0.055
 31.984	 -0.345	 -0.095
 31.992	 -0.355	 -0.085
 32.000	 -0.335	 -0.075
 32.008	 -0.285	 -0.115
 32.016	 -0.245	 -0.125
 32.023	 -0.215	 -0.125
 32.031	 -0.185	 -0.115
 32.039	 -0.205	 -0.155
 32.047	 -0.185	 -0.185
 32.055	 -0.205	 -0.195
 32.062	 -0.165	 -0.215
 32.070	 -0.185	 -0.225
 32.078	 -0.185	 -0.245
 32.086	 -0.215	 -0.245
 32.094	 -0.225	 -0.225
 32.102	 -0.275	 -0.255
 32.109	 -0.255	 -0.205
 32.117	 -0.225	 -0.185
 32.125	 -0.235	 -0.125
 32.133	 -0.185	 -0.095
 32.141	 -0.155	 -0.075
 32.148	 -0.155	 -0.045
 32.156	 -0.155	 -0.025
 32.164	 -0.185	 -0.005
 32.172	 -0.215	 -0.025
 32.180	 -0.215	 -0.015
 32.188	 -0.205	 -0.005
 32.195	 -0.195	 -0.005
 32.203	 -0.195	  0.015
 32.211	 -0.185	 -0.005
 32.219	 -0.185	  0.005
 32.227	 -0.165	 -0.005
 32.234	 -0.205	 -0.015
 32.242	 -0.195	 -0.015
 32.250	 -0.175	 -0.025
 32.258	 -0.175	 -0.005
 32.266	 -0.175	  0.025
 32.273	 -0.185	 -0.025
 32.281	 -0.175	 -0.025
 32.289	 -0.155	 -0.015
 32.297	 -0.175	  0.005
 32.305	 -0.185	 -0.015
 32.312	 -0.165	 -0.005
 32.320	 -0.105	  0.025
 32.328	 -0.095	  0.055
 32.336	 -0.115	  0.075
 32.344	 -0.105	  0.095
 32.352	 -0.045	  0.025
 32.359	 -0.025	 -0.015
 32.367	 -0.035	 -0.045
 32.375	 -0.105	 -0.055
 32.383	 -0.145	 -0.025
 32.391	 -0.125	 -0.005
 32.398	 -0.145	  0.025
 32.406	 -0.205	 -0.015
 32.414	 -0.215	 -0.045
 32.422	 -0.225	 -0.015
 32.430	 -0.225	 -0.020
 32.438	 -0.225	 -0.040
 32.445	 -0.255	 -0.040
 32.453	 -0.235	 -0.010
 32.461	 -0.185	  0.000
 32.469	 -0.465	  0.230
 32.477	 -0.865	  0.050
 32.484	 -0.505	 -0.470
 32.492	  1.125	 -0.480
 32.500	  2.595	 -0.100
 32.508	  2.885	  0.610
 32.516	  2.405	  0.340
 32.523	  0.795	 -0.870
 32.531	 -0.215	 -0.580
 32.539	 -0.315	 -0.070
 32.547	 -0.315	 -0.030
 32.555	 -0.325	 -0.020
 32.562	 -0.365	 -0.050
 32.570	 -0.365	 -0.050
 32.578	 -0.375	 -0.050
 32.586	 -0.365	 -0.040
 32.594	 -0.295	 -0.060
 32.602	 -0.335	 -0.080
 32.609	 -0.295	 -0.070
 32.617	 -0.275	 -0.070
 32.625	 -0.285	 -0.075
 32.633	 -0.275	 -0.105
 32.641	 -0.215	 -0.105
 32.648	 -0.205	 -0.135
 32.656	 -0.155	 -0.155
 32.664	 -0.155	 -0.165
 32.672	 -0.135	 -0.195
 32.680	 -0.125	 -0.215
 32.688	 -0.105	 -0.255
 32.695	 -0.135	 -0.265
 32.703	 -0.145	 -0.245
 32.711	 -0.175	 -0.275
 32.719	 -0.185	 -0.275
 32.727	 -0.195	 -0.255
 32.734	 -0.185	 -0.205
 32.742	 -0.155	 -0.155
 32.750	 -0.145	 -0.125
 32.758	 -0.145	 -0.075
 32.766	 -0.145	 -0.015
 32.773	 -0.145	 -0.005
 32.781	 -0.145	 -0.005
 32.789	 -0.155	  0.025
 32.797	 -0.155	  0.035
 32.805	 -0.195	  0.045
 32.812	 -0.165	  0.025
 32.820	 -0.165	  0.015
 32.828	 -0.135	  0.035
 32.836	 -0.165	  0.045
 32.844	 -0.155	  0.005
 32.852	 -0.175	  0.015
 32.859	 -0.145	  0.015
 32.867	 -0.105	  0.025
 32.875	 -0.125	  0.015
 32.883	 -0.155	  0.025
 32.891	 -0.155	  0.005
 32.898	 -0.125	  0.015
 32.906	 -0.155	  0.005
 32.914	 -0.145	  0.015
 32.922	 -0.135	  0.015
 32.930	 -0.135	  0.005
 32.938	 -0.125	  0.005
 32.945	 -0.175	  0.005
 32.953	 -0.155	  0.025
 32.961	 -0.105	  0.025
 32.969	 -0.065	  0.055
 32.977	 -0.105	  0.045
 32.984	 -0.085	  0.065
 32.992	  0.055	  0.045
 33.000	  0.015	 -0.045
 33.008	 -0.045	 -0.055
 33.016	 -0.095	 -0.015
 33.023	 -0.115	  0.005
 33.031	 -0.125	  0.005
 33.039	 -0.135	 -0.005
 33.047	 -0.195	 -0.015
 33.055	 -0.225	 -0.005
 33.062	 -0.225	 -0.025
 33.070	 -0.235	  0.005
 33.078	 -0.195	 -0.005
 33.086	 -0.205	 -0.025
 33.094	 -0.165	  0.005
 33.102	 -0.435	  0.205
 33.109	 -0.795	  0.005
 33.117	 -0.455	 -0.495
 33.125	  1.005	 -0.555
 33.133	  2.455	 -0.055
 33.141	  2.705	  0.745
 33.148	  2.315	  0.655
 33.156	  1.045	 -0.645
 33.164	 -0.135	 -0.625
 33.172	 -0.305	 -0.215
 33.180	 -0.275	 -0.045
 33.188	 -0.345	 -0.055
 33.195	 -0.345	 -0.055
 33.203	 -0.345	 -0.045
 33.211	 -0.385	 -0.055
 33.219	 -0.365	 -0.085
 33.227	 -0.315	 -0.085
 33.234	 -0.315	 -0.085
 33.242	 -0.305	 -0.085
 33.250	 -0.315	 -0.125
 33.258	 -0.295	 -0.105
 33.266	 -0.245	 -0.105
 33.273	 -0.225	 -0.135
 33.281	 -0.215	 -0.165
 33.289	 -0.205	 -0.185
 33.297	 -0.195	 -0.195
 33.305	 -0.185	 -0.205
 33.312	 -0.175	 -0.255
 33.320	 -0.145	 -0.285
 33.328	 -0.135	 -0.285
 33.336	 -0.125	 -0.325
 33.344	 -0.155	 -0.345
 33.352	 -0.165	 -0.345
 33.359	 -0.235	 -0.305
 33.367	 -0.195	 -0.305
 33.375	 -0.215	 -0.275
 33.383	 -0.195	 -0.225
 33.391	 -0.135	 -0.155
 33.398	 -0.125	 -0.125
 33.406	 -0.135	 -0.075
 33.414	 -0.155	  0.005
 33.422	 -0.175	 -0.025
 33.430	 -0.185	 -0.005
 33.438	 -0.185	  0.005
 33.445	 -0.185	 -0.005
 33.453	 -0.165	  0.005
 33.461	 -0.195	  0.035
 33.469	 -0.145	  0.005
 33.477	 -0.165	 -0.005
 33.484	 -0.155	 -0.015
 33.492	 -0.175	  0.015
 33.500	 -0.145	 -0.015
 33.508	 -0.145	 -0.005
 33.516	 -0.135	  0.035
 33.523	 -0.135	  0.015
 33.531	 -0.165	  0.015
 33.539	 -0.175	  0.005
 33.547	 -0.155	  0.005
 33.555	 -0.125	  0.005
 33.562	 -0.135	 -0.025
 33.570	 -0.165	 -0.005
 33.578	 -0.155	  0.025
 33.586	 -0.155	  0.005
 33.594	 -0.145	 -0.015
 33.602	 -0.145	 -0.005
 33.609	 -0.115	  0.035
 33.617	 -0.065	  0.075
 33.625	 -0.085	  0.045
 33.633	 -0.025	  0.045
 33.641	  0.035	 -0.005
 33.648	 -0.045	 -0.035
 33.656	 -0.045	 -0.065
 33.664	 -0.085	 -0.025
 33.672	 -0.095	 -0.015
 33.680	 -0.125	  0.015
 33.688	 -0.165	 -0.025
 33.695	 -0.165	 -0.015
 33.703	 -0.195	 -0.005
 33.711	 -0.235	 -0.015
 33.719	 -0.205	 -0.045
 33.727	 -0.165	 -0.025
 33.734	 -0.165	 -0.025
 33.742	 -0.165	  0.045
 33.750	 -0.645	  0.145
 33.758	 -0.755	 -0.105
 33.766	 -0.065	 -0.665
 33.773	  1.695	 -0.285
 33.781	  2.645	  0.295
 33.789	  2.525	  1.005
 33.797	  1.795	  0.185
 33.805	  0.125	 -0.715
 33.812	 -0.365	 -0.415
 33.820	 -0.315	 -0.115
 33.828	 -0.315	 -0.045
 33.836	 -0.315	 -0.075
 33.844	 -0.365	 -0.085
 33.852	 -0.325	 -0.095
 33.859	 -0.315	 -0.065
 33.867	 -0.325	 -0.125
 33.875	 -0.315	 -0.115
 33.883	 -0.295	 -0.115
 33.891	 -0.265	 -0.145
 33.898	 -0.235	 -0.135
 33.906	 -0.265	 -0.165
 33.914	 -0.235	 -0.185
 33.922	 -0.195	 -0.195
 33.930	 -0.175	 -0.205
 33.938	 -0.175	 -0.255
 33.945	 -0.165	 -0.275
 33.953	 -0.145	 -0.285
 33.961	 -0.185	 -0.325
 33.969	 -0.145	 -0.365
 33.977	 -0.145	 -0.355
 33.984	 -0.155	 -0.355
 33.992	 -0.175	 -0.375
 34.000	 -0.195	 -0.355
 34.008	 -0.145	 -0.305
 34.016	 -0.135	 -0.275
 34.023	 -0.125	 -0.235
 34.031	 -0.125	 -0.175
 34.039	 -0.085	 -0.105
 34.047	 -0.065	 -0.095
 34.055	 -0.095	 -0.045
 34.062	 -0.115	 -0.025
 34.070	 -0.135	 -0.025
 34.078	 -0.145	 -0.005
 34.086	 -0.145	 -0.005
 34.094	 -0.165	 -0.015
 34.102	 -0.145	  0.005
 34.109	 -0.165	 -0.025
 34.117	 -0.155	 -0.035
 34.125	 -0.145	 -0.025
 34.133	 -0.175	 -0.005
 34.141	 -0.135	 -0.005
 34.148	 -0.135	  0.005
 34.156	 -0.135	 -0.035
 34.164	 -0.145	 -0.015
 34.172	 -0.145	 -0.015
 34.180	 -0.165	  0.005
 34.188	 -0.175	 -0.025
 34.195	 -0.175	 -0.035
 34.203	 -0.165	 -0.015
 34.211	 -0.155	 -0.025
 34.219	 -0.175	 -0.035
 34.227	 -0.165	 -0.015
 34.234	 -0.135	 -0.015
 34.242	 -0.135	 -0.045
 34.250	 -0.145	 -0.025
 34.258	 -0.125	  0.015
 34.266	 -0.105	  0.025
 34.273	 -0.125	  0.025
 34.281	 -0.105	  0.035
 34.289	 -0.025	  0.005
 34.297	  0.035	 -0.035
 34.305	 -0.035	 -0.035
 34.312	 -0.105	 -0.065
 34.320	 -0.135	 -0.075
 34.328	 -0.115	 -0.015
 34.336	 -0.155	 -0.015
 34.344	 -0.195	 -0.045
 34.352	 -0.195	 -0.015
 34.359	 -0.215	 -0.045
 34.367	 -0.215	 -0.055
 34.375	 -0.245	 -0.055
 34.383	 -0.195	 -0.035
 34.391	 -0.105	  0.035
 34.398	 -0.485	  0.165
 34.406	 -0.855	 -0.045
 34.414	 -0.145	 -0.455
 34.422	  1.525	 -0.315
 34.430	  2.715	 -0.005
 34.438	  2.735	  0.655
 34.445	  2.205	  0.315
 34.453	  0.375	 -0.855
 34.461	 -0.425	 -0.545
 34.469	 -0.295	 -0.155
 34.477	 -0.305	 -0.055
 34.484	 -0.375	 -0.055
 34.492	 -0.345	 -0.085
 34.500	 -0.375	 -0.055
 34.508	 -0.375	 -0.095
 34.516	 -0.335	 -0.095
 34.523	 -0.345	 -0.095
 34.531	 -0.315	 -0.115
 34.539	 -0.275	 -0.095
 34.547	 -0.295	 -0.095
 34.555	 -0.285	 -0.115
 34.562	 -0.235	 -0.135
 34.570	 -0.215	 -0.165
 34.578	 -0.185	 -0.175
 34.586	 -0.185	 -0.175
 34.594	 -0.175	 -0.215
 34.602	 -0.145	 -0.215
 34.609	 -0.135	 -0.235
 34.617	 -0.195	 -0.295
 34.625	 -0.185	 -0.315
 34.633	 -0.175	 -0.315
 34.641	 -0.205	 -0.275
 34.648	 -0.215	 -0.235
 34.656	 -0.165	 -0.275
 34.664	 -0.175	 -0.245
 34.672	 -0.165	 -0.185
 34.680	 -0.125	 -0.155
 34.688	 -0.175	 -0.125
 34.695	 -0.115	 -0.075
 34.703	 -0.115	 -0.015
 34.711	 -0.145	 -0.015
 34.719	 -0.145	 -0.045
 34.727	 -0.165	  0.005
 34.734	 -0.185	  0.015
 34.742	 -0.175	 -0.025
 34.750	 -0.185	 -0.015
 34.758	 -0.175	 -0.015
 34.766	 -0.145	  0.005
 34.773	 -0.165	  0.005
 34.781	 -0.185	 -0.005
 34.789	 -0.175	 -0.025
 34.797	 -0.155	 -0.015
 34.805	 -0.155	 -0.015
 34.812	 -0.165	 -0.025
 34.820	 -0.165	 -0.015
 34.828	 -0.175	 -0.005
 34.836	 -0.155	 -0.035
 34.844	 -0.165	 -0.025
 34.852	 -0.155	 -0.035
 34.859	 -0.155	 -0.025
 34.867	 -0.185	 -0.045
 34.875	 -0.195	 -0.015
 34.883	 -0.175	 -0.025
 34.891	 -0.105	 -0.005
 34.898	 -0.085	  0.025
 34.906	 -0.125	  0.045
 34.914	 -0.145	  0.035
 34.922	  0.035	  0.025
 34.930	  0.005	 -0.035
 34.938	 -0.065	 -0.055
 34.945	 -0.085	 -0.095
 34.953	 -0.105	 -0.045
 34.961	 -0.115	 -0.005
 34.969	 -0.205	 -0.025
 34.977	 -0.185	 -0.055
 34.984	 -0.205	 -0.035
 34.992	 -0.195	 -0.045
 35.000	 -0.255	 -0.065
 35.008	 -0.225	 -0.045
 35.016	 -0.205	 -0.035
 35.023	 -0.165	 -0.015
 35.031	 -0.445	  0.245
 35.039	 -0.875	  0.045
 35.047	 -0.315	 -0.445
 35.055	  1.265	 -0.435
 35.062	  2.605	 -0.185
 35.070	  2.835	  0.585
 35.078	  2.315	  0.275
 35.086	  0.635	 -0.845
 35.094	 -0.325	 -0.565
 35.102	 -0.275	 -0.105
 35.109	 -0.255	 -0.015
 35.117	 -0.325	 -0.035
 35.125	 -0.385	 -0.035
 35.133	 -0.385	 -0.035
 35.141	 -0.335	 -0.065
 35.148	 -0.355	 -0.075
 35.156	 -0.305	 -0.075
 35.164	 -0.285	 -0.075
 35.172	 -0.305	 -0.065
 35.180	 -0.275	 -0.115
 35.188	 -0.255	 -0.125
 35.195	 -0.245	 -0.125
 35.203	 -0.165	 -0.115
 35.211	 -0.175	 -0.125
 35.219	 -0.175	 -0.175
 35.227	 -0.145	 -0.185
 35.234	 -0.115	 -0.215
 35.242	 -0.115	 -0.235
 35.250	 -0.125	 -0.265
 35.258	 -0.105	 -0.275
 35.266	 -0.125	 -0.285
 35.273	 -0.155	 -0.275
 35.281	 -0.185	 -0.285
 35.289	 -0.185	 -0.255
 35.297	 -0.175	 -0.225
 35.305	 -0.185	 -0.185
 35.312	 -0.125	 -0.135
 35.320	 -0.135	 -0.105
 35.328	 -0.125	 -0.035
 35.336	 -0.135	 -0.045
 35.344	 -0.145	 -0.025
 35.352	 -0.195	 -0.005
 35.359	 -0.145	 -0.005
 35.367	 -0.145	 -0.005
 35.375	 -0.165	 -0.005
 35.383	 -0.165	  0.025
 35.391	 -0.155	 -0.005
 35.398	 -0.155	 -0.005
 35.406	 -0.175	 -0.025
 35.414	 -0.125	 -0.005
 35.422	 -0.115	  0.005
 35.430	 -0.115	  0.025
 35.438	 -0.145	 -0.025
 35.445	 -0.145	 -0.015
 35.453	 -0.125	 -0.005
 35.461	 -0.125	 -0.005
 35.469	 -0.135	  0.005
 35.477	 -0.145	 -0.035
 35.484	 -0.115	 -0.005
 35.492	 -0.175	 -0.015
 35.500	 -0.135	 -0.035
 35.508	 -0.155	 -0.015
 35.516	 -0.135	 -0.005
 35.523	 -0.155	 -0.005
 35.531	 -0.095	 -0.005
 35.539	 -0.055	  0.025
 35.547	 -0.065	  0.065
 35.555	 -0.065	  0.035
 35.562	  0.065	 -0.005
 35.570	  0.015	 -0.045
 35.578	 -0.035	 -0.065
 35.586	 -0.105	 -0.065
 35.594	 -0.085	 -0.055
 35.602	 -0.105	  0.025
 35.609	 -0.115	 -0.025
 35.617	 -0.165	 -0.055
 35.625	 -0.185	 -0.055
 35.633	 -0.195	 -0.045
 35.641	 -0.195	 -0.035
 35.648	 -0.175	 -0.035
 35.656	 -0.185	 -0.055
 35.664	 -0.145	 -0.035
 35.672	 -0.325	  0.185
 35.680	 -0.775	  0.015
 35.688	 -0.295	 -0.525
 35.695	  1.355	 -0.535
 35.703	  2.695	 -0.055
 35.711	  2.835	  0.765
 35.719	  2.275	  0.405
 35.727	  0.745	 -0.785
 35.734	 -0.225	 -0.595
 35.742	 -0.275	 -0.155
 35.750	 -0.245	 -0.035
 35.758	 -0.315	 -0.065
 35.766	 -0.305	 -0.075
 35.773	 -0.355	 -0.075
 35.781	 -0.325	 -0.085
 35.789	 -0.315	 -0.055
 35.797	 -0.295	 -0.075
 35.805	 -0.275	 -0.105
 35.812	 -0.295	 -0.115
 35.820	 -0.265	 -0.135
 35.828	 -0.215	 -0.075
 35.836	 -0.185	 -0.125
 35.844	 -0.195	 -0.155
 35.852	 -0.155	 -0.165
 35.859	 -0.155	 -0.165
 35.867	 -0.155	 -0.195
 35.875	 -0.115	 -0.195
 35.883	 -0.095	 -0.265
 35.891	 -0.085	 -0.275
 35.898	 -0.095	 -0.275
 35.906	 -0.095	 -0.315
 35.914	 -0.115	 -0.315
 35.922	 -0.135	 -0.335
 35.930	 -0.115	 -0.325
 35.938	 -0.135	 -0.275
 35.945	 -0.145	 -0.245
 35.953	 -0.135	 -0.195
 35.961	 -0.125	 -0.145
 35.969	 -0.085	 -0.105
 35.977	 -0.095	 -0.065
 35.984	 -0.115	 -0.005
 35.992	 -0.125	 -0.025
 36.000	 -0.145	 -0.005
 36.008	 -0.135	 -0.005
 36.016	 -0.165	  0.025
 36.023	 -0.145	 -0.005
 36.031	 -0.135	 -0.025
 36.039	 -0.125	  0.025
 36.047	 -0.125	  0.015
 36.055	 -0.135	  0.015
 36.062	 -0.125	 -0.025
 36.070	 -0.135	 -0.005
 36.078	 -0.115	  0.015
 36.086	 -0.125	  0.025
 36.094	 -0.125	 -0.025
 36.102	 -0.135	 -0.025
 36.109	 -0.105	  0.005
 36.117	 -0.095	  0.005
 36.125	 -0.125	  0.015
 36.133	 -0.125	 -0.035
 36.141	 -0.145	 -0.005
 36.148	 -0.145	 -0.005
 36.156	 -0.125	  0.025
 36.164	 -0.125	 -0.015
 36.172	 -0.095	  0.005
 36.180	 -0.035	  0.025
 36.188	 -0.055	  0.045
 36.195	 -0.085	  0.065
 36.203	  0.035	  0.065
 36.211	  0.035	 -0.015
 36.219	  0.005	 -0.055
 36.227	 -0.065	 -0.055
 36.234	 -0.115	 -0.025
 36.242	 -0.085	  0.005
 36.250	 -0.145	  0.035
 36.258	 -0.145	 -0.035
 36.266	 -0.165	 -0.025
 36.273	 -0.195	 -0.035
 36.281	 -0.165	 -0.015
 36.289	 -0.175	 -0.025
 36.297	 -0.175	 -0.005
 36.305	 -0.125	 -0.015
 36.312	 -0.335	  0.175
 36.320	 -0.795	 -0.005
 36.328	 -0.485	 -0.455
 36.336	  1.045	 -0.655
 36.344	  2.575	 -0.015
 36.352	  2.775	  0.825
 36.359	  2.355	  0.655
 36.367	  0.755	 -0.725
 36.375	 -0.285	 -0.625
 36.383	 -0.275	 -0.155
 36.391	 -0.245	 -0.035
 36.398	 -0.305	 -0.045
 36.406	 -0.315	 -0.085
 36.414	 -0.355	 -0.095
 36.422	 -0.335	 -0.085
